,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR
1562,Diego López,es ESP,"FW,MF",Valencia,es La Liga,20,2002,10,5,447,5.0,0.60,0.20,0.81,0.60,0,0,0,0
1563,Maxime Lopez,fr FRA,MF,Sassuolo,it Serie A,24,1997,30,25,"2,296",25.5,0.00,0.00,0.00,0.00,0,0,11,0
1564,Pau López,es ESP,GK,Marseille,fr Ligue 1,27,1994,33,32,"2,925",32.5,0.00,0.06,0.06,0.00,0,0,3,0
1565,Unai López,es ESP,MF,Rayo Vallecano,es La Liga,26,1995,34,12,"1,254",13.9,0.07,0.14,0.22,0.07,0,0,2,0
1566,Dion Lopy,sn SEN,MF,Reims,fr Ligue 1,20,2002,29,16,"1,379",15.3,0.00,0.07,0.07,0.00,0,0,6,2
1567,Anthony Losilla,fr FRA,MF,Bochum,de Bundesliga,36,1986,31,31,"2,720",30.2,0.07,0.07,0.13,0.07,0,0,6,1
1568,Jordan Lotomba,ch SUI,DF,Nice,fr Ligue 1,23,1998,33,27,"2,453",27.3,0.00,0.07,0.07,0.00,0,0,4,0
1569,Matteo Lovato,it ITA,DF,Salernitana,it Serie A,22,2000,17,8,814,9.0,0.00,0.00,0.00,0.00,0,0,2,0
1570,Dejan Lovren,hr CRO,DF,Lyon,fr Ligue 1,33,1989,17,17,"1,459",16.2,0.06,0.00,0.06,0.06,0,0,2,0
1571,Sandi Lovrić,si SVN,MF,Udinese,it Serie A,24,1998,37,28,"2,335",25.9,0.19,0.23,0.42,0.19,0,0,4,0
1572,Jamal Lowe,jm JAM,"MF,FW",Bournemouth,eng Premier League,28,1994,2,0,12,0.1,0.00,0.00,0.00,0.00,0,0,0,0
1573,Anthony Lozano,hn HON,FW,Cádiz,es La Liga,29,1993,28,14,"1,443",16.0,0.06,0.06,0.12,0.06,0,0,6,0
1574,Hirving Lozano,mx MEX,FW,Napoli,it Serie A,27,1995,32,20,"1,605",17.8,0.17,0.17,0.34,0.11,1,1,3,0
1575,Pol Lozano,es ESP,MF,Espanyol,es La Liga,22,1999,4,0,17,0.2,0.00,0.00,0.00,0.00,0,0,1,0
1576,Jean Lucas,br BRA,MF,Monaco,fr Ligue 1,24,1998,6,3,291,3.2,0.00,0.00,0.00,0.00,0,0,0,0
1577,Jhon Lucumí,co COL,DF,Bologna,it Serie A,24,1998,33,33,"2,900",32.2,0.00,0.03,0.03,0.00,0,0,8,0
1578,José Luis Gayà,es ESP,DF,Valencia,es La Liga,27,1995,31,31,"2,709",30.1,0.03,0.10,0.13,0.03,0,1,4,0
1579,José Luis Morales,es ESP,"FW,MF",Villarreal,es La Liga,35,1987,29,11,"1,211",13.5,0.52,0.00,0.52,0.52,0,0,2,0
1580,José Luis Palomino,ar ARG,DF,Atalanta,it Serie A,32,1990,15,8,759,8.4,0.12,0.00,0.12,0.12,0,0,4,0
1581,Douglas Luiz,br BRA,MF,Aston Villa,eng Premier League,24,1998,37,33,"2,927",32.5,0.18,0.18,0.37,0.18,0,0,6,1
1582,Romelu Lukaku,be BEL,FW,Inter,it Serie A,29,1993,25,19,"1,660",18.4,0.54,0.33,0.87,0.43,2,2,1,0
1583,Castello Lukeba,fr FRA,DF,Lyon,fr Ligue 1,19,2002,34,33,"2,986",33.2,0.06,0.00,0.06,0.06,0,0,9,1
1584,Dodi Lukebakio,be BEL,"FW,MF",Hertha BSC,de Bundesliga,24,1997,32,27,"2,397",26.6,0.41,0.11,0.53,0.23,5,5,8,0
1585,Saša Lukić,rs SRB,MF,Fulham,eng Premier League,25,1996,12,4,412,4.6,0.00,0.00,0.00,0.00,0,0,1,0
1586,Saša Lukić,rs SRB,MF,Torino,it Serie A,25,1996,16,13,"1,195",13.3,0.15,0.00,0.15,0.08,1,1,4,0
1587,Andriy Lunin,ua UKR,GK,Real Madrid,es La Liga,23,1999,7,7,630,7.0,0.00,0.00,0.00,0.00,0,0,0,0
1588,Andrey Lunyov,ru RUS,GK,Leverkusen,de Bundesliga,30,1991,1,1,90,1.0,0.00,0.00,0.00,0.00,0,0,0,0
1589,Sebastiano Luperto,it ITA,DF,Empoli,it Serie A,25,1996,36,36,"3,135",34.8,0.06,0.00,0.06,0.06,0,0,4,2
1590,Lyanco,br BRA,DF,Southampton,eng Premier League,25,1997,21,11,"1,180",13.1,0.08,0.08,0.15,0.08,0,0,4,0
1591,Charalambos Lykogiannis,gr GRE,DF,Bologna,it Serie A,28,1993,21,11,"1,108",12.3,0.16,0.00,0.16,0.16,0,0,3,0
1592,Youssouf M'Changama,km COM,MF,Auxerre,fr Ligue 1,31,1990,26,11,"1,081",12.0,0.00,0.00,0.00,0.00,0,0,1,0
1593,Awer Mabil,au AUS,"MF,FW",Cádiz,es La Liga,26,1995,5,1,165,1.8,0.00,0.00,0.00,0.00,0,0,0,0
1594,Alexis Mac Allister,ar ARG,MF,Brighton,eng Premier League,23,1998,35,31,"2,886",32.1,0.31,0.06,0.37,0.12,6,6,8,0
1595,Deiver Machado,co COL,"DF,MF",Lens,fr Ligue 1,28,1993,33,26,"2,184",24.3,0.16,0.12,0.29,0.16,0,0,5,1
1596,Darwin Machís,ve VEN,FW,Valladolid,es La Liga,29,1993,11,7,599,6.7,0.00,0.15,0.15,0.00,0,0,1,0
1597,James Maddison,eng ENG,"MF,FW",Leicester City,eng Premier League,25,1996,30,28,"2,480",27.6,0.36,0.33,0.69,0.33,1,2,10,0
1598,Noni Madueke,eng ENG,FW,Chelsea,eng Premier League,20,2002,12,7,643,7.1,0.14,0.00,0.14,0.14,0,0,0,0
1599,Pablo Maffeo,es ESP,DF,Mallorca,es La Liga,25,1997,35,34,"2,975",33.1,0.06,0.12,0.18,0.06,0,0,6,1
1600,Lisandro Magallán,ar ARG,DF,Elche,es La Liga,28,1993,14,11,902,10.0,0.00,0.00,0.00,0.00,0,0,0,1
1601,Soungoutou Magassa,fr FRA,MF,Monaco,fr Ligue 1,18,2003,2,0,82,0.9,0.00,0.00,0.00,0.00,0,0,0,0
1602,Giulio Maggiore,it ITA,MF,Salernitana,it Serie A,24,1998,16,11,894,9.9,0.00,0.00,0.00,0.00,0,0,2,0
1603,Giangiacomo Magnani,it ITA,DF,Hellas Verona,it Serie A,26,1995,24,19,"1,532",17.0,0.00,0.06,0.06,0.00,0,0,7,1
1604,Hugo Magnetti,fr FRA,MF,Brest,fr Ligue 1,24,1998,32,19,"1,688",18.8,0.05,0.11,0.16,0.05,0,0,2,0
1605,Yohann Magnin,fr FRA,MF,Clermont Foot,fr Ligue 1,25,1997,38,25,"2,399",26.7,0.00,0.00,0.00,0.00,0,0,6,0
1606,Harry Maguire,eng ENG,DF,Manchester Utd,eng Premier League,29,1993,16,8,767,8.5,0.00,0.00,0.00,0.00,0,0,4,0
1607,Jon Magunacelaya,es ESP,"MF,FW",Real Sociedad,es La Liga,22,2000,2,0,65,0.7,0.00,0.00,0.00,0.00,0,0,0,0
1608,Riyad Mahrez,dz ALG,"FW,MF",Manchester City,eng Premier League,31,1991,30,22,"1,920",21.3,0.23,0.47,0.70,0.19,1,1,2,0
1609,Arne Maier,de GER,MF,Augsburg,de Bundesliga,23,1999,30,24,"1,960",21.8,0.23,0.05,0.28,0.23,0,0,3,0
1610,Mike Maignan,fr FRA,GK,Milan,it Serie A,27,1995,22,22,"1,978",22.0,0.00,0.05,0.05,0.00,0,0,0,0
1611,Linton Maina,de GER,"FW,MF",Köln,de Bundesliga,23,1999,33,27,"2,239",24.9,0.12,0.28,0.40,0.12,0,0,1,0
1612,Kobbie Mainoo,eng ENG,MF,Manchester Utd,eng Premier League,17,2005,1,0,11,0.1,0.00,0.00,0.00,0.00,0,0,0,0
1613,Ainsley Maitland-Niles,eng ENG,"DF,MF",Southampton,eng Premier League,24,1997,22,13,"1,407",15.6,0.00,0.00,0.00,0.00,0,0,3,0
1614,Jordan Majchrzak,pl POL,FW,Roma,it Serie A,17,2004,1,0,14,0.2,0.00,0.00,0.00,0.00,0,0,0,0
1615,Lovro Majer,hr CRO,"MF,FW",Rennes,fr Ligue 1,24,1998,32,18,"1,668",18.5,0.11,0.27,0.38,0.05,1,1,3,0
1616,Jean-Victor Makengo,fr FRA,MF,Udinese,it Serie A,24,1998,16,11,805,8.9,0.00,0.11,0.11,0.00,0,0,2,0
1617,Jean-Victor Makengo,fr FRA,MF,Lorient,fr Ligue 1,24,1998,15,12,"1,064",11.8,0.00,0.00,0.00,0.00,0,0,2,1
1618,Béni Makouana,cg CGO,"FW,MF",Montpellier,fr Ligue 1,19,2002,8,1,198,2.2,0.00,0.00,0.00,0.00,0,0,1,0
1619,Nemanja Maksimović,rs SRB,MF,Getafe,es La Liga,27,1995,29,26,"2,053",22.8,0.00,0.00,0.00,0.00,0,0,3,0
1620,Tyrell Malacia,nl NED,DF,Manchester Utd,eng Premier League,22,1999,22,14,"1,396",15.5,0.00,0.00,0.00,0.00,0,0,6,0
1621,Lorenzo Malagrida,it ITA,"MF,DF",Sampdoria,it Serie A,18,2003,6,0,109,1.2,0.00,0.00,0.00,0.00,0,0,2,0
1622,Daniel Maldini,it ITA,"FW,MF",Spezia,it Serie A,20,2001,18,4,628,7.0,0.29,0.00,0.29,0.29,0,0,1,0
1623,Youssef Maleh,ma MAR,MF,Fiorentina,it Serie A,23,1998,7,4,297,3.3,0.00,0.00,0.00,0.00,0,0,2,0
1624,Youssef Maleh,ma MAR,MF,Lecce,it Serie A,23,1998,17,7,674,7.5,0.00,0.13,0.13,0.00,0,0,3,0
1625,Donyell Malen,nl NED,FW,Dortmund,de Bundesliga,23,1999,26,22,"1,706",19.0,0.47,0.32,0.79,0.47,0,0,0,0
1626,Ruslan Malinovskyi,ua UKR,"MF,FW",Atalanta,it Serie A,29,1993,15,5,553,6.1,0.16,0.33,0.49,0.16,0,0,2,0
1627,Ruslan Malinovskyi,ua UKR,"MF,FW",Marseille,fr Ligue 1,29,1993,20,13,"1,227",13.6,0.07,0.07,0.15,0.07,0,0,4,0
1628,Hugo Mallo,es ESP,DF,Celta Vigo,es La Liga,31,1991,26,26,"2,163",24.0,0.00,0.04,0.04,0.00,0,0,6,1
1629,Mickael Malsa,mq MTQ,MF,Valladolid,es La Liga,26,1995,5,0,69,0.8,0.00,0.00,0.00,0.00,0,0,0,0
1630,Giorgi Mamardashvili,ge GEO,GK,Valencia,es La Liga,21,2000,38,38,"3,420",38.0,0.00,0.00,0.00,0.00,0,0,3,0
1631,Hianga Mananga Mbock,fr FRA,MF,Brest,fr Ligue 1,22,1999,2,0,15,0.2,0.00,0.00,0.00,0.00,0,0,0,0
1632,Gianluca Mancini,it ITA,DF,Roma,it Serie A,26,1996,35,33,"2,858",31.8,0.03,0.06,0.09,0.03,0,0,7,0
1633,Steve Mandanda,fr FRA,GK,Rennes,fr Ligue 1,37,1985,34,34,"3,014",33.5,0.00,0.03,0.03,0.00,0,0,1,0
1634,Reinildo Mandava,mz MOZ,DF,Atlético Madrid,es La Liga,28,1994,22,22,"1,857",20.6,0.00,0.00,0.00,0.00,0,0,4,0
1635,Aïssa Mandi,dz ALG,DF,Villarreal,es La Liga,30,1991,21,16,"1,461",16.2,0.00,0.00,0.00,0.00,0,0,1,0
1636,Rolando Mandragora,it ITA,MF,Fiorentina,it Serie A,25,1997,29,22,"1,950",21.7,0.09,0.18,0.28,0.09,0,0,8,0
1637,Sadio Mané,sn SEN,"FW,MF",Bayern Munich,de Bundesliga,30,1992,25,18,"1,425",15.8,0.44,0.32,0.76,0.38,1,2,2,0
1638,Orel Mangala,be BEL,MF,Nott'ham Forest,eng Premier League,24,1998,27,20,"1,550",17.2,0.06,0.06,0.12,0.06,0,0,3,0
1639,Thomas Mangani,fr FRA,MF,Ajaccio,fr Ligue 1,35,1987,26,14,"1,332",14.8,0.07,0.07,0.14,0.00,1,2,4,1
1640,Vito Mannone,it ITA,GK,Lorient,fr Ligue 1,34,1988,18,17,"1,608",17.9,0.00,0.00,0.00,0.00,0,0,1,0
1641,Javier Manquillo,es ESP,DF,Newcastle Utd,eng Premier League,28,1994,4,0,37,0.4,0.00,0.00,0.00,0.00,0,0,0,0
1642,Myziane Maolida,fr FRA,"MF,FW",Reims,fr Ligue 1,23,1999,9,2,232,2.6,0.39,0.00,0.39,0.39,0,0,0,0
1643,Myziane Maolida,fr FRA,"FW,MF",Hertha BSC,de Bundesliga,23,1999,3,1,95,1.1,0.00,0.00,0.00,0.00,0,0,0,0
1644,Faitout Maouassa,fr FRA,"FW,DF",Montpellier,fr Ligue 1,24,1998,33,23,"1,923",21.4,0.23,0.23,0.47,0.23,0,0,0,0
1645,Sekou Mara,fr FRA,"FW,MF",Southampton,eng Premier League,20,2002,22,4,555,6.2,0.16,0.32,0.49,0.16,0,0,1,0
1646,Marcão,br BRA,DF,Sevilla,es La Liga,26,1996,5,4,375,4.2,0.00,0.00,0.00,0.00,0,0,2,0
1647,Solly March,eng ENG,"FW,DF",Brighton,eng Premier League,28,1994,33,31,"2,715",30.2,0.23,0.23,0.46,0.23,0,0,2,0
1648,Agustín Marchesín,ar ARG,GK,Celta Vigo,es La Liga,34,1988,19,19,"1,710",19.0,0.00,0.00,0.00,0.00,0,0,2,0
1649,Federico Marchetti,it ITA,GK,Spezia,it Serie A,39,1983,1,0,66,0.7,0.00,0.00,0.00,0.00,0,0,0,1
1650,Vincent Marchetti,fr FRA,MF,Ajaccio,fr Ligue 1,25,1997,31,29,"2,452",27.2,0.00,0.07,0.07,0.00,0,0,7,0
1651,Riccardo Marchizza,it ITA,DF,Sassuolo,it Serie A,24,1998,10,3,283,3.1,0.00,0.32,0.32,0.00,0,0,1,0
1652,Gian Marco Ferrari,it ITA,DF,Sassuolo,it Serie A,30,1992,33,24,"2,223",24.7,0.04,0.00,0.04,0.04,0,0,5,0
1653,Emiliano Marcondes,dk DEN,MF,Bournemouth,eng Premier League,27,1995,1,0,9,0.1,0.00,0.00,0.00,0.00,0,0,0,0
1654,Óscar de Marcos,es ESP,DF,Athletic Club,es La Liga,33,1989,37,32,"2,819",31.3,0.03,0.19,0.22,0.03,0,0,7,0
1655,Alberto Marí,es ESP,"FW,MF",Valencia,es La Liga,21,2001,5,0,86,1.0,1.05,0.00,1.05,1.05,0,0,1,0
1656,José Mari,es ESP,MF,Cádiz,es La Liga,34,1987,18,2,397,4.4,0.00,0.00,0.00,0.00,0,0,4,0
1657,Pablo Marí,es ESP,DF,Monza,it Serie A,28,1993,30,28,"2,487",27.6,0.04,0.00,0.04,0.04,0,0,4,0
1658,José María Giménez,uy URU,DF,Atlético Madrid,es La Liga,27,1995,28,26,"2,423",26.9,0.07,0.04,0.11,0.07,0,0,9,0
1659,Mariano,do DOM,FW,Real Madrid,es La Liga,28,1993,9,1,157,1.7,0.00,0.00,0.00,0.00,0,0,2,0
1660,Pablo Marín,es ESP,"MF,FW",Real Sociedad,es La Liga,19,2003,10,3,360,4.0,0.00,0.00,0.00,0.00,0,0,1,0
1661,Răzvan Marin,ro ROU,MF,Empoli,it Serie A,26,1996,33,28,"2,538",28.2,0.07,0.14,0.21,0.07,0,0,7,0
1662,Diego Mariño,es ESP,GK,Almería,es La Liga,32,1990,1,0,45,0.5,0.00,0.00,0.00,0.00,0,0,0,0
1663,Guillermo Maripán,cl CHI,DF,Monaco,fr Ligue 1,28,1994,26,25,"2,157",24.0,0.13,0.00,0.13,0.13,0,0,6,1
1664,Marlon,br BRA,DF,Monza,it Serie A,26,1995,28,18,"1,592",17.7,0.00,0.00,0.00,0.00,0,0,7,1
1665,Omar Marmoush,eg EGY,FW,Wolfsburg,de Bundesliga,23,1999,33,15,"1,476",16.4,0.30,0.06,0.37,0.30,0,0,2,0
1666,Marquinhos,br BRA,MF,Arsenal,eng Premier League,19,2003,1,0,1,0.0,0.00,0.00,0.00,0.00,0,0,0,0
1667,Marquinhos,br BRA,DF,Paris S-G,fr Ligue 1,28,1994,33,30,"2,717",30.2,0.07,0.00,0.07,0.07,0,0,4,0
1668,Luca Marrone,it ITA,DF,Monza,it Serie A,32,1990,2,2,135,1.5,0.00,0.00,0.00,0.00,0,0,0,0
1669,Eric Martel,de GER,MF,Köln,de Bundesliga,20,2002,29,23,"2,019",22.4,0.04,0.04,0.09,0.04,0,0,6,0
1670,Roger Martí,es ESP,FW,Elche,es La Liga,31,1991,12,8,655,7.3,0.00,0.14,0.14,0.00,0,0,2,0
1671,Roger Martí,es ESP,FW,Cádiz,es La Liga,31,1991,14,8,639,7.1,0.14,0.00,0.14,0.14,0,0,1,0
1672,Anthony Martial,fr FRA,FW,Manchester Utd,eng Premier League,26,1995,21,11,978,10.9,0.55,0.18,0.74,0.46,1,1,0,0
1673,Aarón Martín,es ESP,DF,Mainz 05,de Bundesliga,25,1997,28,20,"1,847",20.5,0.24,0.15,0.39,0.24,0,1,3,0
1674,Ander Martin,es ESP,"MF,FW",Real Sociedad,es La Liga,21,2000,3,0,41,0.5,0.00,0.00,0.00,0.00,0,0,0,0
1675,Andrés Martín,es ESP,"FW,MF",Rayo Vallecano,es La Liga,23,1999,9,3,205,2.3,0.00,0.00,0.00,0.00,0,0,1,0
1676,Carlos Martín,es ESP,"FW,MF",Atlético Madrid,es La Liga,20,2002,4,0,28,0.3,0.00,0.00,0.00,0.00,0,0,1,0
1677,Iván Martín,es ESP,MF,Girona,es La Liga,23,1999,24,18,"1,586",17.6,0.17,0.17,0.34,0.17,0,0,2,0
1678,Jonas Martin,fr FRA,MF,Lille,fr Ligue 1,32,1990,12,2,277,3.1,0.00,0.00,0.00,0.00,0,0,2,0
1679,Martinelli,br BRA,FW,Arsenal,eng Premier League,21,2001,36,34,"2,789",31.0,0.48,0.16,0.65,0.48,0,0,3,0
1680,Arnau Martinez,es ESP,DF,Girona,es La Liga,19,2003,33,32,"2,732",30.4,0.10,0.13,0.23,0.10,0,0,11,0
1681,Emiliano Martínez,ar ARG,GK,Aston Villa,eng Premier League,29,1992,36,36,"3,139",34.9,0.00,0.00,0.00,0.00,0,0,7,0
1682,Iñigo Martínez,es ESP,DF,Athletic Club,es La Liga,31,1991,15,15,"1,338",14.9,0.07,0.00,0.07,0.07,0,0,1,0
1683,Lautaro Martínez,ar ARG,FW,Inter,it Serie A,24,1997,38,27,"2,576",28.6,0.73,0.21,0.94,0.70,1,2,3,0
1684,Lisandro Martínez,ar ARG,DF,Manchester Utd,eng Premier League,24,1998,27,24,"2,114",23.5,0.04,0.00,0.04,0.04,0,0,6,0
1685,Lucas Martínez Quarta,ar ARG,DF,Fiorentina,it Serie A,26,1996,27,25,"2,171",24.1,0.04,0.04,0.08,0.04,0,0,6,0
1686,Roger Martínez,es ESP,DF,Espanyol,es La Liga,18,2004,1,0,7,0.1,0.00,0.00,0.00,0.00,0,0,0,0
1687,Gelson Martins,pt POR,"MF,FW",Monaco,fr Ligue 1,27,1995,11,3,345,3.8,0.00,0.00,0.00,0.00,0,0,0,0
1688,Adam Marušić,me MNE,DF,Lazio,it Serie A,29,1992,33,31,"2,760",30.7,0.00,0.07,0.07,0.00,0,0,8,1
1689,Omar Mascarell,es ESP,"MF,DF",Elche,es La Liga,29,1993,28,28,"2,447",27.2,0.00,0.04,0.04,0.00,0,0,6,0
1690,Adam Masina,ma MAR,DF,Udinese,it Serie A,28,1994,14,8,789,8.8,0.23,0.00,0.23,0.23,0,0,2,0
1691,Jordi Masip,es ESP,GK,Valladolid,es La Liga,33,1989,28,28,"2,507",27.9,0.00,0.00,0.00,0.00,0,0,4,0
1692,Erhan Mašović,rs SRB,"DF,MF",Bochum,de Bundesliga,23,1998,29,23,"2,178",24.2,0.17,0.00,0.17,0.17,0,0,3,0
1693,Han-Noah Massengo,fr FRA,MF,Auxerre,fr Ligue 1,21,2001,14,13,"1,116",12.4,0.00,0.00,0.00,0.00,0,0,3,0
1694,Yanis Massolin,fr FRA,MF,Clermont Foot,fr Ligue 1,19,2002,6,0,60,0.7,0.00,0.00,0.00,0.00,0,0,0,0
1695,Jaime Mata,es ESP,"FW,MF",Getafe,es La Liga,33,1988,18,5,437,4.9,0.21,0.21,0.41,0.21,0,0,5,0
1696,Pape Matar Sarr,sn SEN,"MF,FW",Tottenham,eng Premier League,19,2002,11,2,218,2.4,0.00,0.41,0.41,0.00,0,0,1,0
1697,Eliot Matazo,be BEL,MF,Monaco,fr Ligue 1,20,2002,23,13,"1,175",13.1,0.08,0.00,0.08,0.08,0,0,2,0
1698,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,eng Premier League,25,1997,29,6,770,8.6,0.23,0.00,0.23,0.23,0,0,3,0
1699,Nemanja Matić,rs SRB,MF,Roma,it Serie A,33,1988,35,16,"1,852",20.6,0.10,0.10,0.19,0.10,0,0,5,0
1700,Joël Matip,cm CMR,DF,Liverpool,eng Premier League,30,1991,14,12,"1,092",12.1,0.08,0.00,0.08,0.08,0,0,3,0
1701,Henning Matriciani,de GER,DF,Schalke 04,de Bundesliga,22,2000,22,22,"1,863",20.7,0.00,0.00,0.00,0.00,0,0,1,0
1702,Chrislain Matsima,fr FRA,"DF,MF",Lorient,fr Ligue 1,20,2002,6,2,227,2.5,0.00,0.00,0.00,0.00,0,0,0,0
1703,Chrislain Matsima,fr FRA,DF,Monaco,fr Ligue 1,20,2002,8,5,446,5.0,0.00,0.20,0.20,0.00,0,0,0,0
1704,Jean Mattéo Bahoya,fr FRA,"FW,MF",Angers,fr Ligue 1,17,2005,10,2,270,3.0,0.00,0.00,0.00,0.00,0,0,0,0
1705,Azor Matusiwa,nl NED,MF,Reims,fr Ligue 1,24,1998,30,29,"2,484",27.6,0.00,0.00,0.00,0.00,0,0,4,0
1706,Neal Maupay,fr FRA,FW,Everton,eng Premier League,25,1996,27,11,"1,118",12.4,0.08,0.00,0.08,0.08,0,0,4,0
1707,Aïman Maurer,ma MAR,MF,Clermont Foot,fr Ligue 1,17,2004,10,6,501,5.6,0.00,0.18,0.18,0.00,0,0,0,0
1708,Stephy Mavididi,eng ENG,FW,Montpellier,fr Ligue 1,24,1998,26,14,"1,288",14.3,0.28,0.14,0.42,0.28,0,0,1,1
1709,Konstantinos Mavropanos,gr GRE,DF,Stuttgart,de Bundesliga,24,1997,28,26,"2,286",25.4,0.08,0.04,0.12,0.08,0,0,9,1
1710,Christian Mawissa,fr FRA,DF,Toulouse,fr Ligue 1,17,2005,2,1,98,1.1,0.00,0.00,0.00,0.00,0,0,1,0
1711,Philipp Max,de GER,DF,Eint Frankfurt,de Bundesliga,28,1993,10,8,694,7.7,0.00,0.13,0.13,0.00,0,0,1,0
1712,Eric Maxim Choupo-Moting,cm CMR,FW,Bayern Munich,de Bundesliga,33,1989,19,14,"1,112",12.4,0.81,0.16,0.97,0.81,0,1,0,0
1713,Luís Maximiano,pt POR,GK,Lazio,it Serie A,23,1999,1,1,5,0.1,0.00,0.00,0.00,0.00,0,0,0,1
1714,Keke Maximilian Topp,de GER,FW,Schalke 04,de Bundesliga,18,2004,1,0,20,0.2,0.00,0.00,0.00,0.00,0,0,0,0
1715,Fernand Mayembo,cg CGO,DF,Ajaccio,fr Ligue 1,26,1996,11,8,707,7.9,0.00,0.00,0.00,0.00,0,0,1,0
1716,Borja Mayoral,es ESP,FW,Getafe,es La Liga,25,1997,35,33,"2,759",30.7,0.26,0.07,0.33,0.26,0,2,4,0
1717,Ibrahim Maza,de GER,"MF,FW",Hertha BSC,de Bundesliga,16,2005,2,0,71,0.8,1.27,0.00,1.27,1.27,0,0,0,0
1718,Derek Mazou-Sacko,fr FRA,MF,Troyes,fr Ligue 1,17,2004,1,0,16,0.2,0.00,0.00,0.00,0.00,0,0,0,0
1719,Noussair Mazraoui,ma MAR,DF,Bayern Munich,de Bundesliga,24,1997,19,11,"1,075",11.9,0.08,0.33,0.42,0.08,0,0,0,0
1720,Pasquale Mazzocchi,it ITA,DF,Salernitana,it Serie A,27,1995,27,23,"1,958",21.8,0.09,0.14,0.23,0.09,0,0,2,0
1721,Kevin Mbabu,ch SUI,"DF,FW",Fulham,eng Premier League,27,1995,6,1,144,1.6,0.00,0.62,0.62,0.00,0,0,1,0
1722,Noah Mbamba,be BEL,MF,Leverkusen,de Bundesliga,17,2005,1,0,1,0.0,0.00,0.00,0.00,0.00,0,0,0,0
1723,Kylian Mbappé,fr FRA,FW,Paris S-G,fr Ligue 1,23,1998,34,32,"2,818",31.3,0.93,0.16,1.09,0.83,3,5,6,0
1724,Mamadou Mbaye,sn SEN,DF,Cádiz,es La Liga,24,1998,14,7,760,8.4,0.00,0.00,0.00,0.00,0,0,2,0
1725,Chancel Mbemba,cd COD,DF,Marseille,fr Ligue 1,27,1994,36,32,"2,849",31.7,0.16,0.00,0.16,0.16,0,0,2,0
1726,Bryan Mbeumo,cm CMR,FW,Brentford,eng Premier League,22,1999,38,36,"2,906",32.3,0.28,0.25,0.53,0.25,1,1,5,0
1727,Jason Mbock,fr FRA,"MF,FW",Angers,fr Ligue 1,22,1999,2,0,25,0.3,0.00,0.00,0.00,0.00,0,0,0,0
1728,Jean-Manuel Mbom,de GER,MF,Werder Bremen,de Bundesliga,22,2000,2,0,6,0.1,0.00,0.00,0.00,0.00,0,0,0,0
1729,Nathanael Mbuku,fr FRA,"FW,MF",Reims,fr Ligue 1,20,2002,6,0,66,0.7,0.00,0.00,0.00,0.00,0,0,0,0
1730,Nathanael Mbuku,fr FRA,"MF,FW",Augsburg,de Bundesliga,20,2002,2,0,34,0.4,0.00,0.00,0.00,0.00,0,0,0,0
1731,James McArthur,sct SCO,MF,Crystal Palace,eng Premier League,34,1987,4,0,54,0.6,0.00,0.00,0.00,0.00,0,0,0,0
1732,Alex McCarthy,eng ENG,GK,Southampton,eng Premier League,32,1989,6,6,540,6.0,0.00,0.00,0.00,0.00,0,0,0,0
1733,John McGinn,sct SCO,"MF,FW",Aston Villa,eng Premier League,27,1994,34,30,"2,693",29.9,0.03,0.10,0.13,0.03,0,0,7,0
1734,Scott McKenna,sct SCO,DF,Nott'ham Forest,eng Premier League,25,1996,20,19,"1,571",17.5,0.00,0.00,0.00,0.00,0,0,4,0
1735,Weston McKennie,us USA,MF,Leeds United,eng Premier League,23,1998,19,16,"1,437",16.0,0.00,0.06,0.06,0.00,0,0,7,0
1736,Weston McKennie,us USA,"MF,DF",Juventus,it Serie A,23,1998,15,13,"1,052",11.7,0.09,0.09,0.17,0.09,0,0,0,0
1737,Dwight McNeil,eng ENG,"FW,MF",Everton,eng Premier League,22,1999,36,28,"2,498",27.8,0.25,0.11,0.36,0.25,0,0,5,0
1738,Scott McTominay,sct SCO,MF,Manchester Utd,eng Premier League,25,1996,24,10,"1,160",12.9,0.08,0.00,0.08,0.08,0,0,8,0
1739,Gary Medel,cl CHI,"MF,DF",Bologna,it Serie A,34,1987,29,17,"1,478",16.4,0.00,0.06,0.06,0.00,0,0,5,0
1740,Facundo Medina,ar ARG,DF,Lens,fr Ligue 1,23,1999,32,32,"2,779",30.9,0.06,0.13,0.19,0.06,0,0,7,0
1741,Fernando Medrano,es ESP,DF,Celta Vigo,es La Liga,22,2000,1,0,13,0.1,0.00,0.00,0.00,0.00,0,0,0,0
1742,Ben Mee,eng ENG,DF,Brentford,eng Premier League,32,1989,37,37,"3,269",36.3,0.08,0.03,0.11,0.08,0,0,2,0
1743,Bamo Meïté,ci CIV,DF,Lorient,fr Ligue 1,21,2001,17,16,"1,503",16.7,0.06,0.00,0.06,0.06,0,0,5,0
1744,Soualiho Meïté,fr FRA,MF,Cremonese,it Serie A,28,1994,31,28,"2,366",26.3,0.00,0.08,0.08,0.00,0,0,5,0
1745,Farid El Melali,dz ALG,"DF,FW",Angers,fr Ligue 1,25,1997,17,9,806,9.0,0.00,0.00,0.00,0.00,0,0,1,0
